CO_MUNICIPIO;doc_bas;doc_fund_ai;doc_fund_af;doc_med;doc_vinculo_contrat;pct_contratados;Anos Finais;Anos Iniciais;Ensino Médio
3137007;187;20;107;60;111;59.4;4.5;;3.9
3137106;99;21;33;34;65;65.7;6;6.1;4.9
3137205;478;140;129;128;227;47.5;5.7;7.2;4.9
3137304;46;15;15;18;17;37;4.5;5.3;4.3
3137403;181;64;60;34;40;22.1;5.6;7.1;5.5
3137502;222;70;41;48;112;50.5;6;7.2;4.7
3137536;107;31;26;36;46;43;5.3;6.2;4.8
3137601;691;173;197;166;261;37.8;5.1;6.3;4.5
3137700;283;89;113;85;140;49.5;5.1;6.5;4.6
3137809;196;68;43;35;45;23;6.2;6.6;5
3137908;54;14;28;19;8;14.8;5.9;7.2;4.7
3138005;57;15;18;16;15;26.3;5.3;6.6;4.8
3138104;120;39;46;48;87;72.5;4.8;5.3;3.8
3138203;823;266;308;241;222;27;5.5;6.5;4.5
3138302;45;11;19;12;36;80;5.6;6.9;4.2
3138351;106;22;52;34;72;67.9;7;6.6;5.3
3138401;659;159;221;256;307;46.6;5;5.8;4.7
3138500;56;20;17;23;17;30.4;5.5;6.6;4.6
3138609;267;81;93;96;164;61.4;5.3;6.1;4.7
3138625;102;46;26;29;30;29.4;4.9;6.1;4.2
3138658;156;41;52;48;81;51.9;5.4;6.3;4.5
3138674;92;24;38;22;50;54.3;5.1;6.2;4.6
3138682;111;25;60;37;85;76.6;4.8;5.8;4
3138708;75;19;22;21;18;24;5.6;6.7;5.1
3138807;192;57;62;52;61;31.8;5;6.8;3.8
3138906;92;24;23;33;65;70.7;4.6;5.8;4.1
3139003;487;109;100;173;144;29.6;5.1;7.2;4.8
3139102;75;19;21;28;30;40;5.2;5.9;4.9
3139201;291;88;95;115;221;75.9;5.2;6.3;4.6
3139250;61;21;18;23;31;50.8;5;6.9;4.1
3139300;331;81;136;113;149;45;4.8;5.8;4.1
3139409;999;272;341;346;477;47.7;5.2;6.4;4.5
3139508;206;54;73;62;82;39.8;5.3;6.4;4.9
3139607;249;63;84;48;115;46.2;5.7;6.5;4.7
3139706;107;29;38;27;55;51.4;4.7;6.2;4.6
3139805;138;43;40;28;72;52.2;5.8;6.9;4.5
3139904;244;77;61;60;112;45.9;5.9;7.2;5
3140001;944;279;329;191;427;45.2;5.1;6.2;4.8
3140100;75;19;15;24;31;41.3;5.2;6.6;5.1
3140159;179;66;59;56;90;50.3;4.6;6.3;4.2
3140209;55;14;15;19;33;60;6;6.9;5
3140308;72;18;30;30;24;33.3;5.9;5.5;4.9
3140407;42;14;16;14;9;21.4;5.6;7.1;5.3
3140506;194;53;65;58;107;55.2;5.3;6.9;4.9
3140530;119;30;38;22;63;52.9;4.7;6.6;4.6
3140555;113;24;38;35;55;48.7;5.8;7.1;4.7
3140605;55;18;24;20;21;38.2;5.1;6;4.2
3140704;465;163;120;90;215;46.2;4.7;6.2;4.5
3140803;193;77;48;44;53;27.5;4.9;5.5;4.6
3140852;178;43;58;65;138;77.5;4.6;4.8;4.3
3140902;291;94;101;114;232;79.7;5;6.3;4.2
3141009;192;49;52;29;102;53.1;5.9;6.4;4.4
3141108;411;137;132;117;278;67.6;5.2;6.1;4.6
3141207;60;17;20;14;27;45;4.6;6.4;4.4
3141306;63;19;22;14;19;30.2;5.4;6.2;4.3
3141405;251;72;78;70;136;54.2;5;6.2;4
3141504;73;21;27;32;43;58.9;5.5;6.2;4.5
3141603;89;28;30;32;36;40.4;4.9;6.5;4.4
3141702;84;18;38;23;32;38.1;4.9;6.5;4.8
3141801;454;89;219;158;244;53.7;5.6;6.6;4.9
3141900;44;12;14;13;12;27.3;5.1;6;4.9
3142007;193;62;65;54;97;50.3;4.7;6.3;3.8
3142106;135;42;39;25;36;26.7;6;7.1;4.8
3142205;148;57;39;45;63;42.6;5.1;7;4.6
3142254;139;36;52;48;84;60.4;4.2;4.5;
3142304;72;23;20;27;51;70.8;6.1;6.6;4.6
3142403;77;31;24;28;23;29.9;5.9;7.4;4.4
3142502;52;14;21;18;26;50;5.5;6.6;4.4
3142601;90;32;27;22;39;43.3;5.4;6.2;4.3
3142700;260;64;109;104;174;66.9;5.4;6.8;4.5
3142809;261;81;94;56;81;31;5.1;5.5;4.2
3142908;272;59;134;71;144;52.9;5;6.4;4.3
3143005;149;44;33;28;29;19.5;5.9;6.6;4.7
3143104;503;136;132;116;266;52.9;5.6;6.5;4.8
3143153;61;10;32;22;37;60.7;4.9;7.1;4
3143203;221;63;56;47;86;38.9;5.3;6.3;4.7
3143302;4509;1209;1346;1386;2472;54.8;5.4;6.7;4.6
3143401;264;94;90;35;71;26.9;4.8;6.9;4.9
3143450;105;26;36;30;49;46.7;6;6.8;5.1
3143500;141;21;41;30;87;61.7;4.4;6.5;4.9
3143609;48;11;18;12;36;75;4.1;5.7;4.7
3143708;48;17;18;17;34;70.8;4.7;6.7;4.2
3143807;96;29;23;43;61;63.5;5.6;7;5
3143906;1256;309;456;367;483;38.5;5.7;6.6;4.9
3144003;361;93;165;92;208;57.6;5.7;6.8;4.7
3144102;311;91;44;116;59;19;6;6.5;5.2
3144201;39;13;13;19;22;56.4;6.8;7;5
3144300;390;120;148;136;242;62.1;4.9;6.3;4.4
3144359;90;24;22;27;27;30;5;6;4
3144375;44;13;20;23;13;29.5;5.4;6.5;4.1
3144409;55;13;25;24;16;29.1;5.6;6.6;5
3144508;90;28;27;34;28;31.1;5.6;6.1;4.6
3144607;300;76;82;119;98;32.7;5;6.2;4.2
3144656;115;36;45;50;59;51.3;6;6.7;4.5
3144672;88;38;18;25;61;69.3;5.2;5.8;4.5
3144706;169;63;58;44;65;38.5;5.4;6.7;4.3
3144805;1111;342;221;211;316;28.4;5.1;6.7;4.7
3144904;55;23;19;20;29;52.7;4.8;5.7;4.1
3145000;211;64;68;49;148;70.1;5.9;8;5
3145059;141;33;42;45;89;63.1;4.8;5.9;4.2
3145109;185;59;52;53;49;26.5;5.9;6.6;4.8
3145208;1428;525;287;204;433;30.3;5.3;6.3;4.5
3145307;446;109;227;160;301;67.5;5;5.7;4.2
3145356;142;34;63;51;105;73.9;5.1;7.7;4.6
3145372;85;20;33;21;51;60;5.5;;4.5
3145406;54;30;14;12;27;50;4.7;6;4.7
3145455;77;19;32;30;34;44.2;5.1;6.2;3.7
3145505;44;12;11;15;23;52.3;5.3;6.6;5.7
3145604;408;125;103;90;138;33.8;5.4;6.9;4.3
3145703;36;7;9;17;31;86.1;5.3;5.5;
3145802;59;13;29;23;43;72.9;5.6;7.8;4.3
3145851;54;15;12;18;16;29.6;5.3;6;4.3
3145877;129;34;55;26;69;53.5;;6.1;3.9
3145901;543;148;158;148;210;38.7;5.2;6.6;5.1
3146008;286;87;85;83;101;35.3;6;7.2;4.6
3146107;1164;281;347;329;381;32.7;5;6.2;4.2
3146206;95;26;46;25;60;63.2;4.7;6.4;4.3
3146255;85;29;31;34;51;60;4.2;6;4.1
3146305;273;69;112;66;168;61.5;4.9;6;4.5
3146404;42;12;13;17;19;45.2;5.8;7.5;5.1
3146503;93;20;27;29;37;39.8;5.1;7.1;4.3
3146552;110;30;38;46;45;40.9;5.4;6.6;4.5
3146602;31;7;8;13;24;77.4;6.4;6.8;4.9
3146701;66;13;30;20;23;34.8;4.9;6;4.6
3146750;92;26;47;39;53;57.6;4.8;6.2;3.8
3146909;182;56;57;73;51;28;4.8;6.2;4
3147006;1360;334;355;290;564;41.5;5;6;4.2
3147105;1348;293;297;272;482;35.8;5.6;6.9;4.8
3147204;233;62;47;37;87;37.3;5.3;6.2;4.1
3147303;207;69;65;64;90;43.5;5.6;7.3;4.5
3147402;232;83;80;57;97;41.8;5.1;6.6;4.4
3147501;29;8;9;13;24;82.8;5.5;;4.3
3147600;162;63;47;29;69;42.6;5.3;7;4.6
3147709;81;26;31;19;28;34.6;5.5;7;4.7
3147808;36;12;13;10;24;66.7;5.3;6.5;5.2
3147907;1405;346;417;435;601;42.8;5.5;6.8;4.7
3147956;91;26;45;29;52;57.1;5.4;6.7;4.5
3148004;1696;450;514;454;972;57.3;5.6;6.7;4.9
3148103;1238;374;351;340;446;36;5.4;6.3;4.7
3148202;62;21;20;25;33;53.2;5.4;6.1;4.1
3148301;90;28;37;41;45;50;4.9;6.8;4.5
3148400;58;18;27;21;32;55.2;4.7;5.8;4.4
3148509;92;35;35;44;68;73.9;4.8;6.3;3.7
3148608;213;45;78;57;124;58.2;5.2;6.4;4.2
3148707;285;68;82;73;136;47.7;4.7;5.4;4.1
3148756;121;37;49;37;56;46.3;4.2;6.4;4.1
3148806;42;12;16;16;16;38.1;5.4;6.5;5.5
3148905;64;22;19;11;20;31.2;5.7;6.7;5
3149002;52;15;18;14;15;28.8;5.8;6.7;5.3
3149101;104;42;23;27;52;50;6;5.9;4.9
3149150;163;40;60;61;112;68.7;4.6;5.6;4
3149200;45;11;16;16;32;71.1;5.8;7.1;5.3
3149309;730;190;193;134;442;60.5;5.1;6.4;4.2
3149408;36;10;12;13;26;72.2;6.4;7.2;6.2
3149507;56;14;15;16;27;48.2;5;6.7;4.6
3149606;60;18;18;21;28;46.7;5.1;6.7;4.5
3149705;148;48;38;33;38;25.7;5.2;7.3;4.4
3149804;224;65;51;48;165;73.7;5.6;6.8;4.5
3149903;265;82;64;54;119;44.9;5.3;6.6;4.6
3149952;128;31;34;22;97;75.8;4.1;5.4;3.7
3150000;44;15;14;18;20;45.5;4.8;6.2;3.9
3150109;41;15;15;17;15;36.6;5;6.1;5
3150158;99;36;30;32;48;48.5;5.2;5.8;4.6
3150208;64;19;24;18;40;62.5;5;6;4.4
3150307;54;19;16;18;19;35.2;5.5;6.8;4.2
3150406;45;20;19;19;22;48.9;5.8;7.2;5.3
3150505;72;27;26;21;38;52.8;5.2;7;4.4
3150539;64;19;14;20;28;43.8;5.9;6.7;5.3
3150570;121;34;54;49;54;44.6;4.7;6.2;4.4
3150604;80;23;27;30;31;38.8;5.5;6.8;4.7
3150703;77;23;21;22;29;37.7;5.7;6.2;4.6
3150802;218;74;89;80;110;50.5;5.8;7;4.8
3150901;62;20;21;16;27;43.5;5.5;5.7;5.3
3151008;113;40;26;26;33;29.2;5.9;6.6;4.5
3151107;130;32;58;25;55;42.3;5.1;5.9;4.5
3151206;750;149;233;283;272;36.3;4.9;6;4.5
3151305;142;46;43;30;77;54.2;5.3;6.6;4.9
3151404;364;102;129;93;162;44.5;5.5;6.7;4.5
3151503;381;110;86;110;231;60.6;4.8;6.4;4.6
3151602;118;46;32;38;27;22.9;4.2;5.6;3.8
3151701;137;49;37;22;47;34.3;5.7;6.3;4.8
3151800;1749;439;472;379;340;19.4;5.2;6.1;5.1
3151909;115;30;56;35;81;70.4;5;6.7;4.3
3152006;371;98;119;85;127;34.2;5.2;6.2;4.1
3152105;767;220;212;163;271;35.3;5;6.2;4.7
3152131;61;19;15;23;22;36.1;4.5;;4.5
3152170;197;50;80;54;130;66;4.7;6.2;4.2
3152204;525;134;175;148;259;49.3;5.5;6.7;4.6
3152303;115;26;40;30;49;42.6;5.3;6.6;4.9
3152402;187;57;76;66;114;61;4.7;6.1;4.1
3152501;1667;455;447;367;705;42.3;5.3;6.4;4.7
3152600;79;28;19;18;18;22.8;6;6.8;4.7
3152709;86;31;28;32;35;40.7;6;6.9;5.5
3152808;265;106;78;42;164;61.9;5.2;6.2;4.3
3152907;101;32;22;32;34;33.7;5.6;6.8;4.4
3153004;51;18;18;21;14;27.5;5.3;6.3;4.5
3153103;70;25;28;23;39;55.7;5.8;7.4;4.7
3153202;65;14;27;21;30;46.2;4.8;6.6;4.2
3153301;57;19;15;22;38;66.7;5.4;6.4;4.1
3153400;330;93;122;82;197;59.7;5.9;6.9;4.7
3153509;103;29;46;40;62;60.2;5.4;5.9;4.3
3153608;151;34;49;39;83;55;5.1;5.9;4.3
3153707;44;13;12;10;35;79.5;5.1;5.3;4.5
3153806;33;11;8;10;8;24.2;5.9;8.4;4.9
3153905;222;60;38;29;166;74.8;5.3;6.5;4.7
3154002;262;80;119;54;138;52.7;5.9;6.6;4.8
3154101;109;33;40;21;55;50.5;5;6;4.4
3154150;95;37;27;30;44;46.3;4.6;6.4;4.5
3154200;107;28;48;35;18;16.8;5.6;7;4.7
3154309;184;57;89;46;109;59.2;4.8;5.9;4.2
3154408;71;25;17;16;23;32.4;5.5;6.2;5.2
3154457;109;40;46;44;62;56.9;4.9;6.1;4.2
3154507;159;34;67;45;83;52.2;5;6.6;3.7
3154606;3956;1025;987;1055;1244;31.4;4.9;5.8;4.3
3154705;57;14;17;26;28;49.1;5.7;6.1;4.3
3154804;142;49;36;19;40;28.2;4.3;5.9;4.2
3154903;164;38;65;23;24;14.6;4.4;5.4;4.4
3155009;47;13;12;13;26;55.3;6.1;7.6;3.8
3155108;75;20;25;29;50;66.7;4.6;5.9;4.5
3155207;73;19;32;22;25;34.2;5.5;7.3;4.4
3155306;61;26;19;18;25;41;5.7;7.7;4.7
3155405;93;27;20;22;35;37.6;4.6;5.8;4
3155504;172;57;50;29;97;56.4;5.1;6.1;4.8
3155603;402;86;172;82;192;47.8;5.7;7.1;4.9
3155702;276;71;75;54;157;56.9;5.9;7.3;4.8
3155801;251;52;30;122;53;21.1;4.8;7;4.7
3155900;59;21;17;15;25;42.4;5.8;6.3;5
3156007;183;53;70;49;120;65.6;5.4;5.6;4.1
3156106;47;19;16;17;15;31.9;6;6.8;5.2
3156205;47;15;10;14;23;48.9;5.8;7.1;6.3
3156304;107;31;28;36;67;62.6;5.5;6.7;4.9
3156403;48;15;13;14;29;60.4;5.5;6.6;4.4
3156452;67;17;19;21;38;56.7;5.4;5.9;5
3156502;91;18;43;43;47;51.6;6.2;8.6;5.3
3156601;115;25;38;38;91;79.1;4.8;5.6;3.9
3156700;1329;425;372;324;398;29.9;5;6;4.7
3156809;177;44;67;58;111;62.7;4.7;6.4;4.2
3156908;386;119;98;112;212;54.9;5.5;6.3;4.6
3157005;506;117;161;210;241;47.6;5.5;6.3;4.7
3157104;91;18;36;24;65;71.4;4.6;5.6;3.9
3157203;396;150;119;109;178;44.9;5.4;6;4.8
3157252;103;43;40;30;48;46.6;5.5;6.7;5.1
3157278;50;17;11;13;23;46;5.1;6.3;6.1
3157302;84;24;26;19;58;69;5.2;6.8;4.7
3157336;74;20;27;23;42;56.8;4.7;6.1;4.5
3157377;83;19;49;27;33;39.8;4.8;6.5;4.3
3157401;75;28;40;14;25;33.3;4.9;6.5;4.8
3157500;51;16;20;15;23;45.1;5.6;5.6;4.7
3157609;61;16;26;32;31;50.8;6;5.3;4
3157658;116;27;58;28;97;83.6;5.5;5.7;4.4
3157708;146;44;38;38;49;33.6;5.1;7.2;4.2
3157807;2299;766;756;607;1051;45.7;4.7;5.9;4.1
3157906;196;47;81;57;107;54.6;4.9;5.9;4.7
3158003;109;26;43;47;43;39.4;4.9;5.7;4.2
3158102;80;21;28;28;60;75;4.7;5.7;3.9
3158201;257;49;100;60;203;79;5.2;7;4.4
3158300;73;21;19;18;30;41.1;5.3;6.9;4.8
3158409;46;12;11;13;19;41.3;4.7;6.6;4.2
3158508;82;20;50;27;51;62.2;4.8;5.7;4.9
3158607;55;19;12;17;14;25.5;4.3;6.3;5
3158706;42;11;13;14;27;64.3;4.9;5.7;4
3158805;50;16;14;20;15;30;5.7;5.9;4.7
3158904;146;47;50;60;87;59.6;5.3;6.1;4.4
3158953;404;105;133;125;272;67.3;5.5;6.3;4.6
3159001;86;25;25;31;66;76.7;4.5;6.2;4.3
3159100;72;22;24;19;27;37.5;5.8;6.6;4.2
3159209;92;33;36;28;28;30.4;6.2;7.5;5.3
3159308;63;19;21;15;15;23.8;4.8;5.8;4.7
3159357;88;26;29;37;36;40.9;5.1;5.6;5.1
3159407;51;9;29;13;35;68.6;5.2;6.9;4.3
3159506;105;30;44;36;82;78.1;;6.6;4.4
3159605;411;137;105;83;90;21.9;5.9;7;4.7
3159704;57;18;18;12;18;31.6;5.4;6.8;5
3159803;232;70;80;45;82;35.3;5.1;6.3;4.2
3159902;213;63;49;64;134;62.9;5.2;6.3;4
3160009;54;17;21;16;30;55.6;5.5;5.9;4.7
3160108;63;21;19;20;19;30.2;6.2;6.4;5.1
3160207;49;13;17;20;23;46.9;4.5;5;3.8
3160306;144;26;68;59;79;54.9;4.5;5.6;3.6
3160405;281;61;91;92;129;45.9;5.5;7;5
3160454;134;39;40;43;79;59;5.8;6.3;4.6
3160504;35;7;15;21;19;54.3;6.4;7.5;5.9
3160603;46;15;22;25;18;39.1;5;6;4.5
3160702;676;141;245;216;356;52.7;5.1;6.2;4.7
3160801;57;18;16;22;29;50.9;4.9;6.5;4.5
3160900;61;16;18;17;48;78.7;5.8;6.7;5.1
3160959;98;35;32;15;31;31.6;5.7;7.2;5
3161007;200;58;63;50;120;60;5.5;7;4.4
3161056;60;16;20;25;32;53.3;5.2;6.6;4.3
3161106;890;246;376;289;491;55.2;4.9;6;4.2
3161205;83;24;22;33;31;37.3;5.6;6.5;5
3161304;81;23;23;18;30;37;4.6;5.7;4.5
3161403;63;19;17;26;35;55.6;5.9;6.4;4.9
3161502;129;36;34;44;79;61.2;5.3;6.8;4.6
3161601;58;24;22;17;48;82.8;5.7;5.7;4.6
3161650;48;11;19;15;31;64.6;4.9;6;4.2
3161700;84;23;27;16;47;56;5.6;6.5;4.4
3161809;158;56;36;33;118;74.7;5.3;6.9;4.5
3161908;220;96;41;42;135;61.4;5.7;7.4;5.1
3162005;252;86;90;71;103;40.9;5.1;6.7;4.5
3162104;482;159;152;115;331;68.7;5.3;6.6;4.4
3162203;76;24;28;24;32;42.1;5.2;6.8;4.3
3162252;70;22;31;24;37;52.9;5;6.2;4.3
3162302;40;16;12;14;11;27.5;5.7;7.5;5.3
3162401;400;108;142;110;255;63.8;5.1;7;4.2
3162450;606;114;308;142;563;92.9;4.8;5.9;4.4
3162500;871;230;280;269;289;33.2;5.7;7.1;5
3162559;200;74;92;51;121;60.5;4.9;6.4;4.3
3162575;71;20;35;29;49;69;5.6;6.5;4.9
3162609;89;30;28;30;26;29.2;5.1;6.2;4.3
3162658;65;17;30;20;25;38.5;4.6;6.5;4.5
3162708;277;79;83;74;134;48.4;6;7.5;4.8
3162807;265;59;79;130;132;49.8;5.2;5.9;4.8
3162906;297;84;110;69;108;36.4;4.9;6.4;4.6
3162922;553;173;143;127;285;51.5;4.9;5.9;4.5
3162948;117;48;44;47;52;44.4;5.7;7.1;4.6
3162955;337;112;85;78;177;52.5;5.5;6.1;4.9
3163003;80;22;42;18;41;51.2;6.1;6.5;5
3163102;71;20;17;19;23;32.4;4.9;6.1;3.9
3163201;59;19;23;23;15;25.4;5.8;6.4;5.1
3163300;55;19;17;15;33;60;5.4;6;4.8
3163409;57;19;21;22;20;35.1;5.1;6.1;5
3163508;96;30;36;35;58;60.4;5.6;5.8;4.4
3163607;72;24;30;14;48;66.7;5.2;6.4;4.4
3163706;353;127;109;101;133;37.7;5.5;6.7;4.5
3163805;101;27;38;57;66;65.3;6.1;6.2;4.5
3163904;76;26;23;22;33;43.4;5.2;7;4.4
3164001;104;26;48;40;66;63.5;5.3;5.9;4.2
3164100;83;24;41;33;51;61.4;5.5;6.4;4.4
3164209;106;42;32;34;61;57.5;4.9;6.4;4.3
3164308;107;36;46;43;71;66.4;5.1;6.3;4.3
3164407;74;25;26;24;31;41.9;5.4;7.5;4.1
3164431;57;20;18;14;32;56.1;5.6;6.7;4.7
3164472;110;31;39;23;62;56.4;5.6;6.4;4.6
3164506;153;27;82;62;105;68.6;5.6;7.9;4.5
3164605;166;40;38;22;37;22.3;5.1;6;4.5
3164704;678;223;217;165;264;38.9;5.8;6.5;4.8
3164803;26;8;13;14;19;73.1;6;6.6;5.1
3164902;44;11;12;14;13;29.5;5.2;6.7;6.6
3165008;131;44;34;35;53;40.5;6;7.5;4.5
3165107;73;22;21;26;29;39.7;5.3;6.6;4.6
3165206;80;28;34;31;48;60;5.8;6.9;4.4
3165305;82;24;24;30;22;26.8;5.2;6.2;
3165404;121;26;41;27;40;33.1;5.3;6;4.1
3165503;125;55;39;26;101;80.8;5.8;;4.9
3165537;510;200;108;112;268;52.5;5.6;6.9;4.6
3165552;209;44;113;83;165;78.9;4.8;5.9;4.2
3165560;28;6;9;9;17;60.7;5.9;7.3;5.4
3165578;95;32;33;22;57;60;4.7;6.2;4.5
3165602;49;16;10;11;28;57.1;4;6.2;3.6
3165701;77;26;21;29;17;22.1;5.9;7.2;5.3
3165800;26;8;9;7;18;69.2;5.1;6.9;4.6
3165909;48;11;20;21;13;27.1;5.6;6.9;3.7
3166006;71;27;22;27;16;22.5;6.3;7.3;5
3166105;40;16;15;17;24;60;5.1;5.7;4.4
3166204;105;41;44;36;52;49.5;5.3;7.8;4.5
3166303;112;47;36;25;59;52.7;5.1;6.5;4.7
3166402;36;10;8;12;30;83.3;6.1;7;5
3166501;63;32;19;24;29;46;4.4;6;
3166600;17;7;6;0;16;94.1;;;
3166709;110;30;36;38;62;56.4;4.8;5.6;4
3166808;184;65;55;51;99;53.8;5.6;6.4;4.4
3166907;77;22;22;25;20;26;5.3;7.1;4.4
3166956;101;19;33;37;74;73.3;5.5;7.4;4.5
3167004;34;8;7;10;28;82.4;6;6.1;4.6
3167103;325;70;142;119;154;47.4;4.8;6.1;4.1
3167202;2521;609;755;715;1189;47.2;5.2;6.4;4.6
3167301;44;12;18;12;29;65.9;6.1;7.1;5.6
3167400;59;18;16;17;36;61;5.7;6.6;4.3
3167509;38;13;12;10;17;44.7;4.9;5.3;3.6
3167608;339;129;145;70;220;64.9;5;6.6;4.3
3167707;65;19;29;20;40;61.5;6.2;6.4;
3167806;59;13;19;26;21;35.6;5.9;6.7;4.5
3167905;45;15;17;18;24;53.3;5.1;5.8;4
3168002;337;120;85;70;165;49;5.5;6.9;4.8
3168051;70;15;37;19;56;80;6;7.4;5
3168101;101;30;25;18;49;48.5;5.3;5.9;4.9
3168200;38;10;14;10;31;81.6;5.6;6.4;5
3168309;63;21;15;17;26;41.3;5.2;5.9;4.1
3168408;217;59;106;82;122;56.2;5.5;6.9;4.7
3168507;157;40;59;25;62;39.5;6;6.4;4.8
3168606;1811;451;609;583;1165;64.3;5;6;4.6
3168705;761;218;238;261;224;29.4;5.4;6.6;5.2
3168804;99;18;30;21;48;48.5;4.5;6.2;4.5
3168903;71;23;26;26;40;56.3;5.2;6.7;4.5
3169000;161;49;38;31;24;14.9;5.2;6.3;4
3169059;70;25;30;14;12;17.1;6.9;7.5;5.9
3169109;101;28;30;32;75;74.3;6;6.7;4.8
3169208;105;25;39;49;43;41;5.6;6.2;4.5
3169307;743;180;200;180;303;40.8;5.3;6.1;4.5
3169356;397;102;119;88;178;44.8;5.3;6.4;4.3
3169406;582;156;157;137;281;48.3;5.2;6.7;4.5
3169505;107;30;36;41;74;69.2;5.2;5.6;4.6
3169604;326;103;105;88;190;58.3;5.4;5.8;4.7
3169703;316;74;100;77;197;62.3;6;7;5
3169802;63;21;16;22;26;41.3;5;6.2;4.8
3169901;993;285;317;322;485;48.8;5.5;6.8;4.6
3170008;179;41;84;59;96;53.6;4.2;5.3;3.9
3170057;162;58;58;60;110;67.9;5.2;6.5;4.8
3170107;4312;925;1062;1036;1535;35.6;5.1;6;4.5
3170206;7488;2359;2302;1628;2037;27.2;5.4;6.1;4.8
3170305;50;11;17;24;35;70;4.9;5.2;4
3170404;1064;278;323;289;510;47.9;5.1;6.3;4.4
3170438;46;17;17;18;18;39.1;4.8;6;4.3
3170479;68;20;23;21;46;67.6;5;6.1;4.3
3170503;142;36;40;29;69;48.6;5.3;6.3;4.4
3170529;195;50;85;46;119;61;4.5;5.3;4.2
3170578;50;18;15;16;19;38;5.5;6.4;4.9
3170602;43;20;12;10;20;46.5;6.1;7.6;4.5
3170651;66;16;27;27;30;45.5;5.5;7.8;4.5
3170701;1365;342;361;350;615;45.1;5.2;6.2;4.6
3170750;92;28;30;32;58;63;4.7;6.7;4.3
3170800;437;111;148;141;242;55.4;5;5.9;4.2
3170909;440;105;211;146;261;59.3;5.2;6.1;4
3171006;296;104;80;62;223;75.3;5.5;6.7;4.5
3171030;174;36;84;38;124;71.3;4.5;5.5;3.8
3171071;80;22;28;38;42;52.5;5.8;7.4;5.2
3171105;61;21;18;20;26;42.6;5.2;8.9;5.4
3171154;71;16;32;26;23;32.4;5.5;6.7;4.6
3171204;1538;443;433;349;1100;71.5;5;6.1;4.4
3171303;754;223;221;197;334;44.3;5.1;6.4;5.2
3171402;71;20;23;19;38;53.5;5.5;6.9;5.1
3171501;56;12;12;15;40;71.4;5;5.4;3.8
3171600;142;32;61;49;53;37.3;5;6.2;4.2
3171709;120;32;49;36;84;70;4.9;6.5;4.7
3171808;126;43;57;38;90;71.4;5.4;6.1;4.6
3171907;66;20;25;16;39;59.1;5.5;6.4;4.9
3172004;432;125;129;105;140;32.4;5;6.8;4.5
3172103;69;17;21;18;26;37.7;4.7;5.2;4
3172202;35;10;14;14;15;42.9;5.8;;5.1
3200102;480;135;179;113;348;72.5;5.8;7.1;5.1
3200136;216;67;86;53;148;68.5;5.5;8.1;4.7
3200169;196;60;87;53;164;83.7;5.6;6.7;4.8
3200201;459;105;126;186;274;59.7;5.8;7.2;4.9
3200300;230;61;99;30;142;61.7;6.3;7;5.3
3200359;94;33;27;17;70;74.5;5.5;7.7;5.6
3200409;702;196;195;104;479;68.2;5.7;7;5
3200508;111;37;40;21;37;33.3;5.3;6.3;4.3
3200607;1347;430;332;292;774;57.5;5.1;6.3;4.8
3200706;218;53;48;35;144;66.1;4.7;6.2;5.2
3200805;475;158;135;74;203;42.7;5;5.9;4.9
3200904;577;181;190;122;341;59.1;5;7.2;5.2
3201001;288;92;101;74;217;75.3;5.4;6.5;5.1
3201100;105;41;27;21;56;53.3;5;7;4.2
3201159;241;83;116;87;195;80.9;5.8;6.9;5.1
3201209;2478;683;589;541;1601;64.6;5.1;6.3;5.4
3201308;4830;1617;1299;938;2875;59.5;4.9;6.1;4.7
3201407;570;231;219;60;384;67.4;5.3;6.6;5.2
3201506;1628;517;393;361;861;52.9;5.4;6.5;4.9
3201605;507;168;165;82;401;79.1;4.9;6;4.8
3201704;224;91;63;30;184;82.1;5.5;6.2;5.1
3201803;59;24;16;16;55;93.2;5.8;6.4;4.8
3201902;607;178;327;91;466;76.8;6.1;7.1;5.5
3202009;143;47;44;53;92;64.3;5.9;6.8;5.2
3202108;330;81;129;80;220;66.7;4.9;6.8;4.5
3202207;259;72;64;40;175;67.6;5.2;6.5;4.8
3202256;207;51;79;38;173;83.6;5.6;7;5.1
3202306;421;124;75;47;318;75.5;5.2;6.5;5.1
3202405;1802;493;420;395;1057;58.7;5.2;6.3;4.9
3202454;393;153;98;85;265;67.4;5;6.4;4.7
3202504;194;58;59;41;132;68;5.2;6.7;4.8
3202553;202;71;55;37;161;79.7;5.4;6.4;5
3202603;164;49;36;25;136;82.9;6.2;6.8;5.3
3202652;187;56;50;37;101;54;5.8;6.5;5
3202702;234;81;50;53;142;60.7;6;7.6;4.8
3202801;786;230;296;99;555;70.6;5.4;6.1;5
3202900;183;53;58;41;158;86.3;6.1;7.1;5.3
3203007;336;101;121;93;201;59.8;5.3;6.3;5
3203056;538;172;221;62;395;73.4;5.6;6.5;5.1
3203106;157;54;41;43;119;75.8;5.8;6.4;4.9
3203130;213;55;52;33;140;65.7;;6.6;5.2
3203163;198;49;108;44;154;77.8;6;7.1;5.6
3203205;2486;709;603;428;1047;42.1;5.1;6.2;4.8
3203304;156;59;67;61;91;58.3;5.4;7.3;5.1
3203320;1039;385;261;83;612;58.9;5.6;6.5;5.5
3203346;250;79;72;45;215;86;5.5;6.8;5.8
3203353;204;52;77;39;156;76.5;6;8.1;5.7
