CO_MUNICIPIO;doc_bas;doc_fund_ai;doc_fund_af;doc_med;doc_vinculo_contrat;pct_contratados;Anos Finais;Anos Iniciais;Ensino Médio
2616001;195;48;85;40;75;38.5;5.3;6.4;4.8
2616100;105;17;39;18;44;41.9;4.8;5.1;4.7
2616183;124;37;31;16;73;58.9;5.9;7.2;5
2616209;212;68;74;22;100;47.2;4.6;5.4;5
2616308;281;70;75;48;184;65.5;4.5;5.1;4.6
2616407;1072;270;333;263;357;33.3;4.5;5.5;4.6
2616506;207;54;56;37;141;68.1;3.8;5.6;5.2
2700102;291;69;89;49;124;42.6;4.8;6.2;4.3
2700201;230;55;69;21;148;64.3;5.3;7.2;3.7
2700300;2126;542;655;460;1296;61;5.5;6.3;4.7
2700409;473;107;149;41;279;59;6;6.6;4.1
2700508;167;51;49;19;119;71.3;4;5.2;3.8
2700607;121;35;22;18;71;58.7;4.7;6.2;4.2
2700706;286;59;67;63;206;72;4.9;6.3;4.5
2700805;98;20;25;9;52;53.1;5.9;7.6;4.3
2700904;132;41;25;12;77;58.3;6.6;7.9;3.8
2701001;330;72;77;26;254;77;5.1;6.2;
2701100;185;30;53;21;146;78.9;8.6;9.7;4
2701209;187;43;37;19;131;70.1;4.7;6.4;3.9
2701308;200;47;56;28;134;67;5;5.6;4.2
2701357;106;28;20;12;59;55.7;5.8;6.4;4.1
2701407;686;139;99;68;558;81.3;8.6;9.2;4.1
2701506;200;31;43;0;123;61.5;6.7;6.4;
2701605;427;91;107;30;385;90.2;5.4;6.6;4.1
2701704;240;64;61;33;159;66.2;4.6;5.8;4.3
2701803;139;41;28;29;88;63.3;5;5.7;4.3
2701902;95;24;20;22;65;68.4;5.4;6.8;4.2
2702009;162;37;54;19;141;87;6.8;8.7;4.1
2702108;218;44;70;27;116;53.2;5.9;9.4;4.2
2702207;82;27;20;11;58;70.7;4.3;6.7;4.5
2702306;795;210;178;167;526;66.2;8.8;10;4.3
2702355;431;86;99;34;365;84.7;4.8;5.9;4.1
2702405;616;202;165;115;181;29.4;4.6;5.3;4.4
2702504;243;33;52;29;212;87.2;5.3;7.2;3.6
2702553;263;48;61;36;181;68.8;4.5;5.6;3.8
2702603;332;95;76;55;215;64.8;4.6;5.7;3.8
2702702;84;33;24;11;47;56;6.5;7.1;5.9
2702801;119;35;31;0;78;65.5;4.7;6.4;
2702900;931;196;200;72;784;84.2;5.5;5.8;4.2
2703007;173;36;49;20;81;46.8;7.5;9.8;3.7
2703106;336;78;117;51;174;51.8;4.5;5.9;4
2703205;334;95;78;59;187;56;4.9;5.3;3.4
2703304;339;79;113;57;235;69.3;4.6;6.6;4.1
2703403;131;37;15;16;109;83.2;5.4;6.7;3.5
2703502;112;25;26;19;86;76.8;5.1;5.9;4.5
2703601;145;41;47;15;127;87.6;3.8;5;4.2
2703700;102;26;27;13;82;80.4;4.8;6.1;4.1
2703759;158;52;58;0;110;69.6;7.3;9.1;
2703809;303;88;104;43;165;54.5;4.6;5.3;3.9
2703908;99;22;18;9;83;83.8;5.3;6;4.1
2704005;343;94;70;57;223;65;6.4;8.5;4.4
2704104;336;46;93;21;280;83.3;4.7;6.7;3.9
2704203;645;140;118;38;427;66.2;5;5.4;3.9
2704302;6290;1820;1903;1667;2373;37.7;4.5;5.7;4
2704401;407;120;94;49;333;81.8;5.3;6.4;4.2
2704500;410;119;120;79;240;58.5;5;5.8;4.4
2704609;186;53;39;23;118;63.4;5.4;6.4;4.1
2704708;650;184;162;143;435;66.9;4.7;6.5;4
2704807;155;29;40;29;110;71;5.2;5.7;4
2704906;55;13;14;10;30;54.5;5.5;5.9;4.4
2705002;337;57;111;47;212;62.9;4.8;4.9;3.8
2705101;309;80;82;54;262;84.8;4.4;5.4;3.8
2705200;207;60;48;41;139;67.1;4.3;5.6;3.9
2705309;97;32;24;19;59;60.8;4.8;5.6;4.6
2705408;175;48;34;20;134;76.6;5.2;6.7;3.8
2705507;403;90;88;94;284;70.5;8;9.2;4.6
2705606;250;42;64;22;195;78;5.2;5.9;4
2705705;265;57;75;53;35;13.2;4.7;6.2;4.1
2705804;131;42;37;11;64;48.9;4.5;5;4.3
2705903;138;33;28;30;95;68.8;5.5;7.5;4.4
2706000;187;55;40;24;97;51.9;5;6.3;3.9
2706109;197;57;32;34;116;58.9;5.3;6.4;4.2
2706208;82;21;18;13;59;72;5;6.9;3.7
2706307;919;179;312;343;442;48.1;5.2;6.1;4.5
2706406;335;90;76;60;270;80.6;4.5;6.2;3.7
2706422;181;39;69;49;63;34.8;4.8;5.4;4.1
2706448;135;36;27;34;112;83;4.5;5.1;4.1
2706505;235;77;63;20;167;71.1;4.3;5.6;3.7
2706604;101;25;27;20;86;85.1;5;6.2;4.2
2706703;893;248;229;197;593;66.4;5.1;6.3;3.7
2706802;218;69;57;27;133;61;4.5;5.6;3.8
2706901;586;137;126;81;416;71;5.4;6.3;4.2
2707008;46;10;10;12;30;65.2;5.1;6.4;4.2
2707107;399;85;123;138;192;48.1;5.1;5.9;3.5
2707206;210;61;56;31;46;21.9;4.8;5.4;4.2
2707305;362;79;77;49;289;79.8;4.8;5.9;4.2
2707404;155;55;36;13;97;62.6;4.2;5.9;3.8
2707503;248;57;74;67;100;40.3;3.9;7.1;4
2707602;168;51;30;27;90;53.6;;6.8;4.1
2707701;1158;349;301;270;425;36.7;4.6;5.7;4.4
2707800;97;32;24;0;34;35.1;4.3;5.7;
2707909;122;35;16;25;92;75.4;4.3;5.2;4.5
2708006;660;184;194;193;425;64.4;4.9;5.3;4.3
2708105;196;36;40;19;115;58.7;9.2;10;4.5
2708204;115;30;38;18;51;44.3;5.5;6;4
2708303;260;57;79;47;242;93.1;8.8;9.7;6.6
2708402;491;155;139;75;282;57.4;5.4;5.9;4.4
2708501;294;103;89;36;213;72.4;5.2;5.9;3.8
2708600;593;129;119;136;320;54;5.7;6.3;4.4
2708709;167;55;50;13;80;47.9;4.3;5;4.1
2708808;461;139;134;47;366;79.4;4.8;6.6;4
2708907;282;79;58;73;177;62.8;5.6;6.7;4.2
2708956;231;69;72;24;145;62.8;4.8;6.5;3.9
2709004;106;29;25;16;68;64.2;4.9;6.3;4.2
2709103;387;82;68;50;277;71.6;5.1;6;4.3
2709152;728;182;187;81;441;60.6;7.4;8.7;4.2
2709202;499;90;117;32;317;63.5;3.9;6.5;4
2709301;738;150;268;101;521;70.6;7.5;10;6.5
2709400;304;54;72;76;200;65.8;5.5;6;4.5
2800100;47;10;13;11;35;74.5;3.8;5.3;4.7
2800209;361;76;118;51;180;49.9;4;4.8;3.6
2800308;3988;1131;1282;1154;1792;44.9;4.5;5.7;4.2
2800407;172;36;57;28;104;60.5;4.5;5.5;3.7
2800506;242;54;88;27;108;44.6;3.8;5;3.1
2800605;284;98;74;49;114;40.1;4.3;5.5;4.3
2800670;327;68;133;76;177;54.1;4.3;4.9;4.7
2800704;204;73;69;33;180;88.2;4.2;4.6;3.6
2801009;217;76;81;52;83;38.2;4.4;5;4.6
2801108;81;24;27;14;42;51.9;4.3;7.2;4.4
2801207;507;174;143;59;241;47.5;4.1;4.5;4.4
2801306;419;97;163;60;206;49.2;4.4;5.1;3.7
2801405;297;87;127;41;44;14.8;4.5;5.5;3.7
2801504;199;56;65;58;82;41.2;4.2;4.9;3.6
2801603;78;15;32;17;46;59;5.1;5.6;4.2
2801702;252;59;95;38;114;45.2;4.2;5;3.9
2801900;41;18;19;12;20;48.8;4.3;5;4.1
2802007;79;21;22;12;28;35.4;3.8;4.8;3.5
2802106;660;154;259;181;174;26.4;3.9;4.8;3.6
2802205;70;22;35;20;36;51.4;4.2;5.2;3.9
2802304;152;35;60;19;48;31.6;3.9;5.3;5
2802403;201;74;84;34;118;58.7;4.6;4.8;3.9
2802502;43;12;10;13;26;60.5;4.6;4.7;4.3
2802601;90;23;48;19;19;21.1;4.1;5.6;4
2802700;154;40;63;31;113;73.4;4.9;5.1;3.6
2802809;333;78;102;38;167;50.2;4;4.2;3.6
2802908;914;256;318;198;361;39.5;4.3;5.1;3.8
2803005;544;170;177;82;319;58.6;5.3;6.2;3.9
2803104;78;35;28;13;38;48.7;4.9;5.2;4.5
2803203;401;118;117;68;195;48.6;4.2;5;4.2
2803302;242;71;70;39;135;55.8;4;5.3;4.3
2803401;229;50;65;67;121;52.8;4.9;4.6;4
2803500;1205;378;472;241;431;35.8;5;5.4;4.6
2803609;384;76;101;45;69;18;4.1;4.6;3.9
2803708;82;17;39;26;36;43.9;4.1;5.1;4.2
2803807;92;21;30;13;47;51.1;4.5;5.6;3.5
2803906;172;41;64;25;89;51.7;3.8;5;4.1
2804003;177;57;56;40;101;57.1;3.3;4.5;3.5
2804102;182;58;45;21;115;63.2;5.1;5.6;4.7
2804201;173;45;70;30;68;39.3;4.4;4.9;4.2
2804300;124;30;61;29;54;43.5;4.2;5;4
2804409;335;89;127;83;158;47.2;4.8;5.8;4.3
2804458;84;22;43;19;41;48.8;4.3;4.6;4.1
2804508;429;142;128;100;158;36.8;4.8;5.7;4.3
2804607;326;74;128;75;150;46;4.1;5.3;4.4
2804706;112;22;50;30;37;33;4.5;4.8;4.2
2804805;1618;486;473;374;943;58.3;4.3;5.4;4
2804904;208;68;70;41;149;71.6;4.3;4.7;3.6
2805000;49;13;16;10;21;42.9;4.6;5.4;3.9
2805109;127;24;39;17;73;57.5;4.3;4.2;3.3
2805208;91;36;27;21;37;40.7;4.6;5.5;4
2805307;138;41;57;27;65;47.1;3.8;4.9;4
2805406;412;125;138;79;208;50.5;3.7;4.2;3.7
2805505;257;51;116;47;86;33.5;5;6.2;4.7
2805604;432;113;205;103;299;69.2;4.2;4.5;3.6
2805703;244;52;113;76;78;32;4.5;5.5;4.1
2805802;280;65;105;53;87;31.1;4.6;5.5;4.2
2805901;106;32;20;24;56;52.8;3.5;4;3.7
2806008;217;62;89;41;92;42.4;4.4;5.1;4.8
2806107;130;39;41;23;69;53.1;4.8;5.4;4
2806206;287;80;120;62;97;33.8;5.2;5.6;4.1
2806305;264;68;88;15;137;51.9;3.7;4.4;4.1
2806404;114;24;52;26;48;42.1;4.3;4.9;3.9
2806503;90;29;20;14;36;40;4;4.2;3.5
2806602;147;43;54;30;73;49.7;4.1;5.6;3.9
2806701;810;216;266;251;332;41;4.9;6.8;4.2
2806800;98;17;34;22;19;19.4;4.4;5.5;3.7
2806909;49;9;13;10;12;24.5;4.3;5.3;4.3
2807006;48;13;10;15;14;29.2;4.6;4.3;4.2
2807105;572;116;195;96;324;56.6;5;5.5;4.4
2807204;108;34;34;25;59;54.6;3.9;5.3;4.3
2807303;55;13;26;16;32;58.2;4.6;5.4;3.8
2807402;541;135;190;106;102;18.9;4.7;5.7;4.6
2807501;162;35;46;39;86;53.1;6;5.7;3.6
2807600;374;91;112;75;212;56.7;4.2;5.3;3.8
2900108;109;31;40;18;37;33.9;4.8;5.8;4.2
2900207;321;73;112;47;153;47.7;4.6;6.5;3.8
2900306;188;41;31;20;59;31.4;2.9;4.7;3.6
2900355;219;67;73;23;105;47.9;6.2;6.7;4.1
2900405;190;47;85;26;13;6.8;4;4.7;4.2
2900504;206;33;66;21;79;38.3;5.1;5.8;4.4
2900603;82;27;20;11;24;29.3;4.9;5.1;3.5
2900702;1077;269;332;316;285;26.5;4;5.7;3.8
2900801;317;96;119;25;167;52.7;;5;4.4
2900900;105;47;23;8;56;53.3;4.2;5.5;3.5
2901007;429;78;103;76;114;26.6;4.7;6;3.8
2901106;227;34;77;42;82;36.1;3.7;4.8;4
2901155;179;48;48;34;39;21.8;4.4;5.7;3.9
2901205;216;66;88;33;56;25.9;3.8;4.7;4.5
2901304;189;58;60;27;36;19;4.8;6.4;4.4
2901353;272;84;81;39;154;56.6;3.8;4.9;4
2901403;164;45;59;29;17;10.4;4.3;5.4;4
2901502;303;74;97;17;233;76.9;4.5;6.7;3.2
2901601;228;51;48;17;101;44.3;5.4;5.8;4.3
2901700;159;35;69;13;59;37.1;3;5.6;3.5
2901809;196;32;66;21;100;51;4.4;4.7;3.9
2901908;261;81;81;33;0;0;3.5;4.7;4.3
2901957;125;38;36;13;30;24;3.8;4.4;4.1
2902005;431;111;102;18;246;57.1;5.2;6;3.9
2902054;253;62;78;22;196;77.5;3.9;5.4;3.5
2902104;886;200;173;81;368;41.5;3.6;5.1;3.7
2902203;227;50;37;23;170;74.9;4.2;5.7;4
2902252;155;57;48;28;55;35.5;3.8;4.6;3.3
2902302;111;29;25;21;28;25.2;4.1;5.2;3.9
2902401;216;54;74;20;142;65.7;4.1;4.3;3.2
2902500;189;90;75;19;51;27;3.8;5;4.1
2902609;202;44;78;31;30;14.9;3.5;5;3.9
2902658;320;96;78;42;106;33.1;4.7;6.3;3.7
2902708;689;213;318;92;121;17.6;4.1;4.9;3.2
2902807;302;80;125;44;110;36.4;4.8;5.9;4.5
2902906;459;107;188;62;255;55.6;4.6;5.1;4.2
2903003;209;50;86;21;124;59.3;4.7;6.3;4.2
2903102;88;17;20;14;28;31.8;4.1;5.1;4.7
2903201;1615;544;437;279;747;46.3;4.9;5.7;4.1
2903235;205;59;75;17;74;36.1;5;6.1;4.2
2903276;297;57;90;17;158;53.2;4.5;5.7;3.9
2903300;108;31;32;11;2;1.9;3.5;5;3.7
2903409;297;117;59;29;78;26.3;3.3;5.1;3.5
2903508;340;96;122;45;216;63.5;5.2;5.8;4.4
2903607;272;51;99;20;126;46.3;3.6;4.6;4.2
2903706;211;58;80;36;53;25.1;4.4;5.8;3.9
2903805;288;69;101;40;66;22.9;4.4;5.5;3.6
2903904;904;250;315;200;295;32.6;4.7;5.3;3.8
2903953;136;41;61;21;8;5.9;4.2;5.5;4.6
2904001;169;37;79;22;71;42;4.4;5.3;4
2904050;271;70;86;23;159;58.7;4.4;5.5;4.5
2904100;300;64;118;24;74;24.7;4.7;5.7;3.9
2904209;199;43;65;19;136;68.3;3.9;6;5.2
2904308;206;48;56;44;64;31.1;3.9;5.7;3.6
2904407;157;61;49;22;17;10.8;4.1;5.3;3.7
2904506;152;61;73;14;82;53.9;5.1;5.2;4.2
2904605;734;255;194;138;26;3.5;5.2;5.8;4.1
2904704;187;55;78;27;22;11.8;3.5;4.4;3.3
2904753;339;106;124;26;142;41.9;4.6;5.2;3.4
2904803;94;34;22;12;25;26.6;4.5;5.5;4
2904852;297;57;73;40;81;27.3;3.7;5;3
2904902;291;69;97;31;113;38.8;3.4;4.6;3.3
2905008;326;101;94;47;117;35.9;4.6;6.3;4.3
2905107;202;54;74;22;79;39.1;4.3;5.5;3.9
2905156;189;76;53;26;127;67.2;4.6;5.6;4.2
2905206;610;165;238;124;214;35.1;4;5.8;4.1
2905305;233;79;85;20;65;27.9;4.1;5.1;3.6
2905404;348;98;110;35;151;43.4;4.2;4.9;3.8
2905503;279;72;84;23;191;68.5;3.7;5.6;3.5
2905602;267;111;79;36;51;19.1;3.3;4.5;3.6
2905701;1945;597;559;489;290;14.9;4.1;5.3;3.5
2905800;370;108;157;53;131;35.4;3.8;4.8;3.3
2905909;456;127;232;22;161;35.3;3.7;5.2;3.5
2906006;789;216;250;107;21;2.7;4.3;5.5;3.8
2906105;207;52;77;22;0;0;3.6;5.6;3.8
2906204;366;114;102;37;170;46.4;4.9;5.6;3.5
2906303;419;158;116;36;267;63.7;3;4.4;3.9
2906402;109;27;41;16;13;11.9;3.9;5.1;3.7
2906501;592;126;223;136;14;2.4;3.9;4.8;3.7
2906600;143;41;45;25;37;25.9;4;5.5;4.6
2906709;383;92;144;40;143;37.3;3.6;5.2;4.3
2906808;910;143;189;51;598;65.7;3.4;4.7;3.9
2906824;247;71;54;21;108;43.7;4.1;5.2;3.5
2906857;156;42;53;14;44;28.2;4.2;5.3;4.3
2906873;421;68;100;88;192;45.6;4.8;5.9;3.8
2906899;162;58;69;14;117;72.2;4.2;5.7;4.4
2906907;303;74;105;32;62;20.5;4.1;5.6;3.7
2907004;168;57;37;25;78;46.4;4.5;5.4;3.7
2907103;367;112;130;28;51;13.9;4.7;5.3;3.9
2907202;776;281;273;98;221;28.5;3.5;4.3;3.5
2907301;436;118;97;46;193;44.3;4;4.9;3.4
2907400;52;20;28;5;9;17.3;3.2;5.4;3.6
2907509;533;65;175;143;193;36.2;4.4;5.5;3.8
2907558;209;50;49;14;161;77;5.2;5.9;4.2
2907608;213;59;92;28;40;18.8;4.6;5.1;3.7
2907707;244;47;81;34;120;49.2;5.6;6.4;4.1
2907806;443;97;109;55;224;50.6;5.2;5.7;3.5
2907905;391;84;74;27;241;61.6;;5.5;4.1
2908002;241;69;60;27;76;31.5;3.5;4.8;4.1
2908101;358;103;91;102;85;23.7;4.7;5.9;4
2908200;231;80;60;32;142;61.5;4.6;5.5;3.3
2908309;177;60;44;21;83;46.9;4;5.3;3.3
2908408;751;224;230;138;235;31.3;4.4;5.5;3.9
2908507;335;86;104;65;101;30.1;4.2;5.4;3.4
2908606;310;100;100;35;55;17.7;3.6;4.5;3.7
2908705;216;66;87;14;53;24.5;4.9;5.7;4.7
2908804;61;14;23;7;0;0;3.6;5.5;3.9
2908903;303;70;74;48;135;44.6;4.5;5.3;3.8
2909000;156;44;33;12;51;32.7;5.7;6.4;4.2
2909109;188;71;50;36;4;2.1;4.7;5.6;3.8
2909208;519;78;123;21;296;57;3.7;5.3;3.7
2909307;442;131;123;52;157;35.5;4.1;5.4;3.9
2909406;196;45;97;14;83;42.3;4.2;5.1;3.6
2909505;100;27;27;15;22;22;5.5;5.8;4.4
2909604;284;72;105;34;66;23.2;4.5;6.2;5.2
2909703;160;63;62;20;14;8.8;5;6.1;3.8
2909802;512;118;173;102;103;20.1;4.6;5.5;3.5
2909901;551;157;201;64;259;47;4;4.8;3.8
2910008;220;74;63;17;122;55.5;4.4;5.4;4.5
2910057;722;204;197;108;264;36.6;3.9;4.9;3.3
2910107;187;81;65;24;40;21.4;5.9;6.8;4.4
2910206;80;22;34;10;62;77.5;3.5;6.3;3
2910305;164;30;43;19;98;59.8;4.8;5.8;4.4
2910404;282;99;105;29;110;39;4.3;5.3;4.2
2910503;465;154;140;51;106;22.8;3.6;4;3.8
2910602;385;131;130;43;72;18.7;3.6;4.5;3.7
2910701;786;162;191;137;373;47.5;3.4;5.2;4
2910727;1105;372;278;240;260;23.5;3.7;4.6;4.2
2910750;456;87;95;31;283;62.1;4.9;5.8;4.5
2910776;125;42;30;21;29;23.2;5;5.8;4.5
2910800;4226;1275;1497;1240;53;1.3;3.6;4.9;3.7
2910859;315;76;106;30;153;48.6;4.5;5.5;4.1
2910909;77;14;25;17;9;11.7;3.8;5.5;5
2911006;105;37;24;15;53;50.5;3.9;5.1;3.8
2911105;384;138;150;40;29;7.6;3.8;4.8;3.4
2911204;501;104;131;66;257;51.3;4.6;5.9;4
2911253;106;21;21;11;30;28.3;4.2;5.3;3.3
2911303;179;53;72;17;75;41.9;4.2;5.9;3.4
2911402;208;58;99;38;90;43.3;5.1;5.7;3.8
2911501;101;25;32;12;33;32.7;4.2;4.8;4.6
2911600;362;61;103;78;129;35.6;3.9;5.9;4.3
2911659;110;31;37;16;47;42.7;4.6;5.5;4.2
2911709;834;229;209;193;144;17.3;4.6;5.9;4.5
2911808;311;126;98;60;28;9;3.9;4.5;3.5
2911857;207;52;59;27;61;29.5;5.3;6;4.8
2911907;372;114;120;42;171;46;4.2;5.1;4.1
2912004;164;49;46;20;74;45.1;4.8;6.1;4.6
2912103;198;60;60;24;65;32.8;3.3;5.2;3.4
2912202;325;104;110;38;156;48;5;5.9;3.7
2912301;240;53;63;95;42;17.5;3.6;5.1;4.1
2912400;225;70;80;32;93;41.3;4.5;6.2;4.1
2912509;268;60;87;17;129;48.1;5.2;7;4
2912608;63;18;16;10;43;68.3;4.2;4.7;3.5
2912707;258;69;94;39;52;20.2;;5.2;3.8
2912806;117;44;44;13;50;42.7;5.2;5.8;4
2912905;221;58;76;32;53;24;4.1;4.9;3.6
2913002;181;47;54;41;70;38.7;5.4;7;4.2
2913101;245;56;96;29;87;35.5;4.5;5.5;3.8
2913200;368;112;110;68;51;13.9;4.4;5.3;3.8
2913309;114;29;28;15;24;21.1;5.2;5.5;3.7
2913408;236;86;95;27;75;31.8;4.8;5.6;4.5
2913457;174;49;68;10;88;50.6;3.8;4.7;4
2913507;310;83;113;26;82;26.5;3.9;5.4;3.6
2913606;1491;466;454;409;624;41.9;4.1;4.6;3.6
2913705;621;152;209;114;131;21.1;3.9;4.3;
2913804;296;46;114;20;123;41.6;4.6;5.2;3.2
2913903;365;91;91;90;150;41.1;4.1;5.5;3.8
2914000;718;118;232;126;189;26.3;4.7;5.1;3.7
2914109;173;61;59;11;84;48.6;5;6;4.6
2914208;93;24;28;14;29;31.2;4.3;5.7;4
2914307;155;33;76;13;40;25.8;4.2;5.2;3.7
2914406;261;56;84;55;100;38.3;4.9;6.2;3.9
2914505;490;91;133;112;248;50.6;4.3;5;3.7
2914604;751;182;175;215;311;41.4;4.7;6.6;3.8
2914653;357;154;86;31;139;38.9;3.7;4.5;4.1
2914703;898;220;245;142;563;62.7;4.2;5.2;3.8
2914802;1479;451;390;281;218;14.7;3.9;4.8;4.3
2914901;313;78;115;39;42;13.4;3.7;5.2;3.9
2915007;215;39;79;27;107;49.8;4.3;6.7;3.4
2915106;199;63;45;22;100;50.3;3.8;5.5;4.2
2915205;168;56;57;20;96;57.1;4.5;5.4;4.2
2915304;88;32;26;9;8;9.1;3.9;5;4
2915353;271;70;94;16;175;64.6;5.4;5.4;3.7
2915403;121;39;28;14;63;52.1;4.5;4.3;4
2915502;213;66;62;20;43;20.2;3.7;4.6;3.8
2915601;846;309;266;79;574;67.8;4.7;5.8;4.1
2915700;135;24;32;16;24;17.8;4.2;4.9;3.8
2915809;227;56;90;42;49;21.6;4;4.4;3.4
2915908;113;27;39;13;64;56.6;4;4.8;4.1
2916005;255;77;98;23;72;28.2;4.8;5.3;4.4
2916104;305;98;98;50;216;70.8;4.4;5.2;3.4
2916203;136;39;42;15;26;19.1;4.3;5.5;3.8
2916302;154;42;42;54;10;6.5;3.3;4;4
2916401;659;188;195;119;291;44.2;4.5;5.5;3.9
2916500;502;117;156;38;229;45.6;3.8;5.8;4
2916609;214;95;35;13;80;37.4;3.3;4.7;4.4
2916708;112;27;28;16;64;57.1;4;6.4;4.3
2916807;211;77;57;19;42;19.9;3.5;4.7;3.6
2916856;243;43;64;38;171;70.4;5.6;8.6;3.3
2916906;149;24;31;18;57;38.3;4.8;6.2;4.1
2917003;519;139;177;64;130;25;3.4;4.8;3.6
2917102;265;55;54;93;77;29.1;3.3;4.7;3.4
2917201;234;55;75;25;5;2.1;4.7;6.1;4.1
2917300;271;68;99;29;93;34.3;4.5;5.3;4.2
2917334;158;50;30;15;76;48.1;3.8;5;
2917359;170;59;42;58;73;42.9;4.7;6;4
2917409;304;88;87;40;176;57.9;6;7.5;4.8
2917508;858;148;228;263;171;19.9;4.3;5.2;4.2
2917607;528;139;152;109;260;49.2;4.2;5.7;3.8
2917706;374;85;133;60;133;35.6;3.9;4.9;4
2917805;310;117;103;19;120;38.7;4.6;5.1;3.4
2917904;195;39;56;8;78;40;4.2;5.3;3.7
2918001;1268;260;430;368;564;44.5;4;5;3.9
2918100;447;167;181;52;123;27.5;4;4.9;3.8
2918209;257;44;69;24;159;61.9;4.4;6.1;4.3
2918308;352;50;45;23;258;73.3;3.8;4.7;3.3
2918357;337;93;105;28;155;46;4.6;5.9;4.1
2918407;2448;574;866;549;1121;45.8;4.2;5.5;4
2918456;177;50;92;9;94;53.1;4.1;5.4;4.1
2918506;216;55;57;24;100;46.3;4;5.5;3.6
2918555;131;38;38;15;74;56.5;4.1;5.1;4
2918605;116;32;37;19;25;21.6;4.9;5.7;4.3
2918704;93;27;30;10;75;80.6;4.9;6.2;3.8
2918753;238;75;87;18;65;27.3;4.7;5.5;4.2
2918803;223;45;101;42;118;52.9;4.6;5.4;3.6
2918902;63;20;16;7;31;49.2;4.3;5.5;4
2919009;56;11;18;10;17;30.4;3.8;4.7;3.5
2919058;160;25;59;14;0;0;4.8;6.9;3.5
2919108;127;41;41;19;54;42.5;4;4.8;3.8
2919157;439;142;89;43;256;58.3;4.1;5.5;4
2919207;1770;519;518;265;669;37.8;3.4;4.8;3.9
2919306;157;34;51;29;59;37.6;;5.8;4.8
2919405;320;70;61;32;221;69.1;6.6;7.9;4.6
2919504;581;125;179;32;217;37.3;4.8;5.8;3.9
2919553;978;337;242;116;561;57.4;4.3;5.4;4
2919603;168;41;40;31;58;34.5;3.9;4.8;4
2919702;245;70;72;15;28;11.4;4.5;5.3;4.2
2919801;587;91;269;103;89;15.2;5.3;6.6;4
2919900;218;41;84;25;137;62.8;4.8;5.1;3.7
2919926;214;58;64;26;80;37.4;3.9;5.2;3.8
2919959;140;53;26;15;67;47.9;4.3;5.5;3.8
2920007;154;63;50;15;38;24.7;4.2;5.7;4.2
2920106;227;58;79;23;58;25.6;4.3;5.2;3.6
2920205;271;95;91;19;157;57.9;4;5.5;3.3
2920304;232;58;71;16;106;45.7;6.6;7.9;4.6
2920403;178;47;63;16;100;56.2;4;5.3;4.1
2920452;190;41;84;7;9;4.7;4.1;5.6;3.7
2920502;300;81;98;44;179;59.7;4.6;5.6;3.9
2920601;463;96;161;60;174;37.6;4.4;6.2;3.2
2920700;303;88;108;45;122;40.3;4.2;4.6;3.6
2920809;180;42;54;17;110;61.1;4.4;6.1;3.7
2920908;210;89;76;25;73;34.8;4.5;4.8;3.7
2921005;745;260;300;69;177;23.8;5.6;7;3.7
2921054;233;72;72;22;121;51.9;4.8;6;3.7
2921104;319;106;94;26;30;9.4;5.2;5.9;4.4
2921203;272;63;99;56;32;11.8;4;5.1;4.4
2921302;120;25;49;22;5;4.2;4.2;5.4;4.1
2921401;353;60;82;95;103;29.2;4;5.1;3.7
2921450;93;28;44;13;30;32.3;4.6;5.6;4.2
2921500;981;142;302;71;464;47.3;3.9;4.5;3.7
2921609;122;47;44;11;53;43.4;4.3;5.3;4.1
2921708;405;86;154;70;154;38;4.3;5.6;3.7
2921807;198;57;48;21;111;56.1;5.5;7.5;4.7
2921906;158;43;78;28;40;25.3;5;5.6;3.7
2922003;548;193;166;40;151;27.6;4.1;5.2;4.2
2922052;206;65;80;21;79;38.3;4.7;5.8;4.1
2922102;248;70;69;38;128;51.6;4.5;6;3.6
2922201;97;20;37;15;21;21.6;4;5.4;3.7
2922250;208;54;109;13;67;32.2;4.3;5.2;3.9
2922300;304;54;100;34;108;35.5;3.5;4.9;3.2
2922409;199;53;85;27;41;20.6;3.9;5.1;3.7
2922508;258;52;59;56;82;31.8;4.2;4.8;3.6
2922607;156;42;56;16;80;51.3;3.9;5.9;3.9
2922656;280;56;45;15;200;71.4;3.5;5.2;4.2
2922706;193;44;52;22;85;44;4.1;4.8;3.4
2922730;123;27;40;13;33;26.8;4;4.7;4
2922755;116;21;46;14;49;42.2;4.2;4.4;3.8
2922805;165;38;47;15;99;60;4.6;5.9;3.9
2922854;122;37;40;13;19;15.6;3.4;4.8;3.5
2922904;368;117;95;48;110;29.9;4.3;5.8;3.5
2923001;585;185;131;44;235;40.2;4.2;5.4;4
2923035;227;53;67;32;134;59;5.9;7.6;4.8
2923050;236;91;30;16;68;28.8;5.6;5.5;4.2
2923100;331;104;85;47;111;33.5;4.3;5.1;3.2
2923209;287;72;80;21;95;33.1;4.6;5.4;3.9
2923308;102;25;39;10;20;19.6;;5;4
2923357;245;73;91;29;111;45.3;3.5;4.5;4
2923407;207;65;56;26;86;41.5;4.5;5.2;4.1
2923506;133;37;44;34;38;28.6;4.7;5.8;3.8
2923605;309;86;70;44;170;55;4.5;;4.7
2923704;553;142;231;40;181;32.7;4;4.9;3.7
2923803;379;128;136;36;49;12.9;4.9;5.6;4.3
2923902;179;70;45;20;26;14.5;4;6.4;3.7
