CO_MUNICIPIO;NO_MUNICIPIO;SG_UF;doc_bas;doc_vinculo_contrat;pct_contratados
3135506;Jequeri;MG;177;73;41.2
3148806;Pedra do Anta;MG;42;16;38.1
3150208;Piedade de Ponte Nova;MG;64;40;62.5
3145851;Oratórios;MG;54;16;29.6
3152303;Porto Firme;MG;120;49;40.8
3154002;Raul Soares;MG;312;138;44.2
3171154;Vermelho Novo;MG;71;23;32.4
3154903;Rio Casca;MG;194;24;12.4
3155009;Rio Doce;MG;47;26;55.3
3157401;Santa Cruz do Escalvado;MG;78;25;32.1
3160108;Santo Antônio do Grama;MG;69;19;27.5
3163805;São Miguel do Anta;MG;101;66;65.3
3164001;São Pedro dos Ferros;MG;109;66;60.6
3166303;Sericita;MG;112;59;52.7
3168507;Teixeiras;MG;177;62;35
3170503;Urucânia;MG;146;69;47.3
3114600;Carrancas;MG;47;16;34
3115201;Conceição da Barra de Minas;MG;53;10;18.9
3119708;Coronel Xavier Chaves;MG;41;11;26.8
3123007;Dores de Campos;MG;115;23;20
3130002;Ibituruna;MG;41;11;26.8
3130408;Ijaci;MG;87;25;28.7
3130804;Ingaí;MG;43;21;48.8
3134301;Itumirim;MG;80;44;55
3134509;Itutinga;MG;57;26;45.6
3137403;Lagoa Dourada;MG;181;40;22.1
3138708;Luminárias;MG;75;18;24
3144508;Nazareno;MG;90;28;31.1
3152709;Prados;MG;88;35;39.8
3154200;Resende Costa;MG;111;18;16.2
3156106;Ritápolis;MG;47;15;31.9
3159902;Santo Antônio do Amparo;MG;242;134;55.4
3162500;São João del Rei;MG;1276;289;22.6
3165008;São Tiago;MG;131;53;40.5
3168804;Tiradentes;MG;103;48;46.6
3157336;Santa Cruz de Minas;MG;85;42;49.4
3104106;Arceburgo;MG;118;27;22.9
3112406;Capetinga;MG;61;33;54.1
3115102;Cássia;MG;208;54;26
3116407;Claraval;MG;64;20;31.2
3128303;Guaranésia;MG;225;65;28.9
3128709;Guaxupé;MG;668;85;12.7
3129707;Ibiraci;MG;156;44;28.2
3132909;Itamogi;MG;161;30;18.6
3134806;Jacuí;MG;85;27;31.8
3136900;Juruaia;MG;120;38;31.7
3143203;Monte Santo de Minas;MG;289;86;29.8
3152907;Pratápolis;MG;101;34;33.7
3133758;Itaú de Minas;MG;156;55;35.3
3163904;São Pedro da União;MG;76;33;43.4
3164704;São Sebastião do Paraíso;MG;929;264;28.4
3165107;São Tomás de Aquino;MG;73;29;39.7
3103207;Araçaí;MG;40;20;50
3104809;Augusto de Lima;MG;46;21;45.7
3105004;Baldim;MG;97;63;64.9
3109204;Buenópolis;MG;127;36;28.3
3109600;Cachoeira da Prata;MG;55;20;36.4
3109907;Caetanópolis;MG;147;31;21.1
3112505;Capim Branco;MG;120;72;60
3118908;Cordisburgo;MG;85;47;55.3
3120904;Curvelo;MG;1112;292;26.3
3125705;Felixlândia;MG;188;101;53.7
3126406;Fortuna de Minas;MG;46;16;34.8
3127206;Funilândia;MG;81;41;50.6
3131000;Inhaúma;MG;83;53;63.9
3131109;Inimutaba;MG;87;40;46
3135704;Jequitibá;MG;67;30;44.8
3136405;Joaquim Felício;MG;54;27;50
3141108;Matozinhos;MG;511;278;54.4
3143609;Morro da Garça;MG;48;36;75
3143708;Morro do Pilar;MG;48;34;70.8
3147402;Paraopeba;MG;269;97;36.1
3152006;Pompéu;MG;407;127;31.2
3153608;Prudente de Morais;MG;151;83;55
3158508;Santana de Pirapama;MG;82;51;62.2
3167202;Sete Lagoas;MG;3405;1189;34.9
3169356;Três Marias;MG;462;178;38.5
3100906;Águas Formosas;MG;245;142;58
3120151;Crisólita;MG;75;41;54.7
3103405;Araçuaí;MG;679;348;51.3
3104700;Ataléia;MG;194;131;67.5
3106606;Bertópolis;MG;138;133;96.4
3157658;Santa Helena de Minas;MG;116;97;83.6
3110806;Campanário;MG;48;33;68.8
3135076;Jampruca;MG;67;37;55.2
3113008;Caraí;MG;330;223;67.6
3113701;Carlos Chagas;MG;291;159;54.6
3119500;Coronel Murta;MG;128;50;39.1
3126802;Frei Gaspar;MG;84;51;60.7
3127057;Fronteira dos Vales;MG;77;52;67.5
3132305;Itaipé;MG;187;93;49.7
3115458;Catuji;MG;112;38;33.9
3132701;Itambacuri;MG;317;147;46.4
3133303;Itaobim;MG;274;119;43.4
3134004;Itinga;MG;223;137;61.4
3152170;Ponto dos Volantes;MG;197;130;66
3137007;Ladainha;MG;187;111;59.4
3138906;Machacalis;MG;92;65;70.7
3139201;Malacacheta;MG;330;221;67
3126752;Franciscópolis;MG;71;32;45.1
3165552;Setubinha;MG;209;165;78.9
3144300;Nanuque;MG;509;242;47.5
3144904;Nova Módica;MG;63;29;46
3145307;Novo Cruzeiro;MG;446;301;67.5
3146206;Ouro Verde de Minas;MG;95;60;63.2
3146305;Padre Paraíso;MG;295;168;56.9
3148509;Pavão;MG;92;68;73.9
3150000;Pescador;MG;44;20;45.5
3152402;Poté;MG;193;114;59.1
3163300;São José do Divino;MG;55;33;60
3166709;Serra dos Aimorés;MG;129;62;48.1
3145356;Novo Oriente de Minas;MG;154;105;68.2
3170305;Umburatiba;MG;50;35;70
3171600;Virgem da Lapa;MG;148;53;35.8
3100708;Água Comprida;MG;29;17;58.6
3104007;Araxá;MG;1992;638;32
3111408;Campo Florido;MG;115;67;58.3
3111507;Campos Altos;MG;193;118;61.1
3116902;Comendador Gomes;MG;40;29;72.5
3117306;Conceição das Alagoas;MG;341;83;24.3
3118205;Conquista;MG;95;63;66.3
3127008;Fronteira;MG;217;70;32.3
3127107;Frutal;MG;724;146;20.2
3129509;Ibiá;MG;340;88;25.9
3133402;Itapagipe;MG;164;74;45.1
3134400;Iturama;MG;571;124;21.7
3114550;Carneirinho;MG;140;46;32.9
3138625;Limeira do Oeste;MG;112;30;26.8
3170438;União de Minas;MG;46;18;39.1
3149200;Pedrinópolis;MG;45;32;71.1
3149804;Perdizes;MG;224;165;73.7
3151602;Planura;MG;118;27;22.9
3153004;Pratinha;MG;51;14;27.5
3156908;Sacramento;MG;487;212;43.5
3157708;Santa Juliana;MG;188;49;26.1
3161304;São Francisco de Sales;MG;90;30;33.3
3168101;Tapira;MG;101;49;48.5
3121258;Delta;MG;150;29;19.3
3171105;Veríssimo;MG;61;26;42.6
3150703;Pirajuba;MG;77;29;37.7
3103504;Araguari;MG;1577;347;22
3130705;Indianópolis;MG;131;92;70.2
3142809;Monte Alegre de Minas;MG;313;81;25.9
3145000;Nova Ponte;MG;215;148;68.8
3152808;Prata;MG;344;164;47.7
3169604;Tupaciguara;MG;407;190;46.7
3103751;Araporã;MG;105;43;41
3139003;Machado;MG;659;144;21.9
3101201;Aiuruoca;MG;75;39;52
3101300;Alagoa;MG;35;16;45.7
3101607;Alfenas;MG;1113;380;34.1
3104908;Baependi;MG;208;62;29.8
3107109;Boa Esperança;MG;529;214;40.5
3110707;Cambuquira;MG;148;41;27.7
3110905;Campanha;MG;271;58;21.4
3111309;Campo do Meio;MG;155;62;40
3111606;Campos Gerais;MG;426;233;54.7
3113909;Carmo da Cachoeira;MG;142;29;20.4
3114709;Carvalhópolis;MG;44;20;45.5
3115508;Caxambu;MG;316;65;20.6
3117702;Conceição do Rio Verde;MG;154;25;16.2
3118700;Coqueiral;MG;114;21;18.4
3119005;Cordislândia;MG;42;10;23.8
3120805;Cruzília;MG;190;52;27.4
3122801;Dom Viçoso;MG;54;30;55.6
3123601;Elói Mendes;MG;380;72;18.9
3125200;Fama;MG;43;8;18.6
3128105;Guapé;MG;202;77;38.1
3129202;Heliodora;MG;65;20;30.8
3130507;Ilicínea;MG;139;72;51.8
3133006;Itamonte;MG;263;84;31.9
3133105;Itanhandu;MG;262;62;23.7
3135902;Jesuânia;MG;68;35;51.5
3137809;Lambari;MG;269;45;16.7
3142601;Monsenhor Paulo;MG;108;39;36.1
3144607;Nepomuceno;MG;393;98;24.9
3145505;Olímpio Noronha;MG;44;23;52.3
3147204;Paraguaçu;MG;306;87;28.4
3147600;Passa Quatro;MG;220;69;31.4
3151701;Poço Fundo;MG;166;47;28.3
3152600;Pouso Alto;MG;83;18;21.7
3158300;Santana da Vargem;MG;88;30;34.1
3160801;São Bento Abade;MG;57;29;50.9
3162005;São Gonçalo do Sapucaí;MG;309;103;33.3
3163706;São Lourenço;MG;632;133;21
3164902;São Sebastião do Rio Verde;MG;44;13;29.5
3165206;São Tomé das Letras;MG;86;48;55.8
3166402;Seritinga;MG;36;30;83.3
3167004;Serranos;MG;34;28;82.4
3167806;Soledade de Minas;MG;64;21;32.8
3169406;Três Pontas;MG;704;281;39.9
3169802;Turvolândia;MG;63;26;41.3
3170701;Varginha;MG;2012;615;30.6
3171709;Virgínia;MG;135;84;62.2
3155801;Rio Pomba;MG;311;53;17
3104601;Astolfo Dutra;MG;158;54;34.2
3108701;Brás Pires;MG;59;17;28.8
3121902;Divinésia;MG;61;36;59
3122900;Dona Euzébia;MG;77;27;35.1
3123304;Dores do Turvo;MG;68;30;44.1
3124005;Ervália;MG;317;105;33.1
3128402;Guarani;MG;96;58;60.4
3128808;Guidoval;MG;78;33;42.3
3129004;Guiricema;MG;77;19;24.7
3148301;Paula Cândido;MG;90;45;50
3151305;Piraúba;MG;147;77;52.4
3153103;Presidente Bernardes;MG;70;39;55.7
3156304;Rodeiro;MG;115;67;58.3
3161502;São Geraldo;MG;129;79;61.2
3165701;Senador Firmino;MG;84;17;20.2
3167301;Silveirânia;MG;44;29;65.9
3167905;Tabuleiro;MG;45;24;53.3
3169000;Tocantins;MG;212;24;11.3
3172004;Visconde do Rio Branco;MG;566;140;24.7
3101003;Águas Vermelhas;MG;197;129;65.5
3120870;Curral de Dentro;MG;106;62;58.5
3122355;Divisa Alegre;MG;96;50;52.1
3101706;Almenara;MG;698;255;36.5
3122454;Divisópolis;MG;110;34;30.9
3140555;Mata Verde;MG;113;55;48.7
3102704;Cachoeira de Pajeú;MG;132;82;62.1
3105202;Bandeira;MG;72;47;65.3
3117009;Comercinho;MG;87;35;40.2
3125606;Felisburgo;MG;100;48;48
3134707;Jacinto;MG;149;86;57.7
3135803;Jequitinhonha;MG;360;194;53.9
3136009;Joaíma;MG;210;72;34.3
3143153;Monte Formoso;MG;61;37;60.7
3136504;Jordânia;MG;161;119;73.9
3141405;Medina;MG;251;136;54.2
3148707;Pedra Azul;MG;340;136;40
3155108;Rio do Prado;MG;75;50;66.7
3146750;Palmópolis;MG;92;53;57.6
3156601;Rubim;MG;115;91;79.1
3157104;Salto da Divisa;MG;91;65;71.4
3158102;Santa Maria do Salto;MG;80;60;75
3160306;Santo Antônio do Jacinto;MG;144;79;54.9
3103009;Antônio Dias;MG;129;70;54.3
3106309;Belo Oriente;MG;324;156;48.1
3108800;Braúnas;MG;71;31;43.7
3119401;Coronel Fabriciano;MG;1279;423;33.1
3131307;Ipatinga;MG;3752;1361;36.3
3135001;Jaguaraçu;MG;67;48;71.6
3136108;Joanésia;MG;68;40;58.8
3140308;Marliéria;MG;72;24;33.3
3141702;Mesquita;MG;84;32;38.1
3158953;Santana do Paraíso;MG;420;272;64.8
3168705;Timóteo;MG;1062;224;21.1
3114907;Casa Grande;MG;41;18;43.9
3115409;Catas Altas da Noruega;MG;69;23;33.3
3118007;Congonhas;MG;1030;311;30.2
3120409;Cristiano Otoni;MG;74;19;25.7
3121407;Desterro de Entre Rios;MG;115;75;65.2
3123908;Entre Rios de Minas;MG;229;147;64.2
3133907;Itaverava;MG;89;56;62.9
3135407;Jeceaba;MG;106;93;87.7
3137908;Lamim;MG;54;8;14.8
3150802;Piranga;MG;228;110;48.2
3153806;Queluzito;MG;33;8;24.2
3155207;Rio Espera;MG;73;25;34.2
3159100;Santana dos Montes;MG;72;27;37.5
3160900;São Brás do Suaçuí;MG;61;48;78.7
3166006;Senhora de Oliveira;MG;71;16;22.5
3109808;Cachoeira Dourada;MG;52;39;75
3111804;Canápolis;MG;131;75;57.3
3112604;Capinópolis;MG;189;80;42.3
3115805;Centralina;MG;123;95;77.2
3129103;Gurinhatã;MG;63;28;44.4
3131406;Ipiaçu;MG;48;32;66.7
3134202;Ituiutaba;MG;1597;660;41.3
3159803;Santa Vitória;MG;260;82;31.5
3120706;Cruzeiro da Fortaleza;MG;101;42;41.6
3128907;Guimarânia;MG;112;43;38.4
3131604;Iraí de Minas;MG;103;26;25.2
3166808;Serra do Salitre;MG;204;99;48.5
3100104;Abadia dos Dourados;MG;79;29;36.7
3115003;Cascalho Rico;MG;53;19;35.8
3119302;Coromandel;MG;395;159;40.3
3124807;Estrela do Sul;MG;87;49;56.3
3127909;Grupiara;MG;20;11;55
3143104;Monte Carmelo;MG;655;266;40.6
3156403;Romaria;MG;48;29;60.4
3100807;Aguanil;MG;56;29;51.8
3110400;Camacho;MG;38;18;47.4
3111200;Campo Belo;MG;649;201;31
3111903;Cana Verde;MG;56;26;46.4
3112000;Candeias;MG;152;46;30.3
3120201;Cristais;MG;144;76;52.8
3133501;Itapecerica;MG;267;119;44.6
3138203;Lavras;MG;1238;222;17.9
3145604;Oliveira;MG;521;138;26.5
3149903;Perdões;MG;330;119;36.1
3154705;Ribeirão Vermelho;MG;57;28;49.1
3158805;Santana do Jacaré;MG;50;15;30
3161205;São Francisco de Paula;MG;83;31;37.3
3150539;Pingo-d'Água;MG;64;28;43.8
3166600;Serra da Saudade;MG;17;16;94.1
3123502;Douradoquara;MG;22;13;59.1
3200169;Água Doce do Norte;ES;196;164;83.7
3200904;Barra de São Francisco;ES;647;341;52.7
3202108;Ecoporanga;ES;346;220;63.6
3203304;Mantenópolis;ES;156;91;58.3
3200136;Águia Branca;ES;216;148;68.5
3201001;Boa Esperança;ES;302;217;71.9
3203908;Nova Venécia;ES;1048;673;64.2
3204906;São Mateus;ES;2313;1343;58.1
3205150;Vila Pavão;ES;169;106;62.7
3204708;São Gabriel da Palha;ES;595;366;61.5
3205176;Vila Valério;ES;250;197;78.8
3200359;Alto Rio Novo;ES;94;70;74.5
3200805;Baixo Guandu;ES;524;203;38.7
3201506;Colatina;ES;1915;861;45
3202256;Governador Lindenberg;ES;207;173;83.6
3203353;Marilândia;ES;219;156;71.2
3204005;Pancas;ES;250;193;77.2
3204658;São Domingos do Norte;ES;134;118;88.1
3203502;Montanha;ES;449;349;77.7
3204252;Ponto Belo;ES;133;108;81.2
3203601;Mucurici;ES;105;95;90.5
3204104;Pinheiros;ES;432;291;67.4
3201605;Conceição da Barra;ES;507;401;79.1
3203056;Jaguaré;ES;570;395;69.3
3204054;Pedro Canário;ES;361;289;80.1
3200607;Aracruz;ES;1671;774;46.3
3202207;Fundão;ES;271;175;64.6
3202504;Ibiraçu;ES;222;132;59.5
3203130;João Neiva;ES;234;140;59.8
3203205;Linhares;ES;2831;1047;37
3205010;Sooretama;ES;530;347;65.5
3204351;Rio Bananal;ES;393;285;72.5
3200102;Afonso Cláudio;ES;480;348;72.5
3201159;Brejetuba;ES;241;195;80.9
3201704;Conceição do Castelo;ES;224;184;82.1
3201902;Domingos Martins;ES;607;466;76.8
3203346;Marechal Floriano;ES;270;215;79.6
3203163;Laranja da Terra;ES;198;154;77.8
3205069;Venda Nova do Imigrante;ES;444;233;52.5
3202702;Itaguaçu;ES;234;142;60.7
3202900;Itarana;ES;183;158;86.3
3204500;Santa Leopoldina;ES;183;88;48.1
3204559;Santa Maria de Jetibá;ES;814;559;68.7
3204609;Santa Teresa;ES;400;260;65
3204955;São Roque do Canaã;ES;156;100;64.1
3201308;Cariacica;ES;5411;2875;53.1
3205002;Serra;ES;7863;4888;62.2
3205101;Viana;ES;1239;947;76.4
3205200;Vila Velha;ES;6643;2303;34.7
3205309;Vitória;ES;5908;2020;34.2
3200300;Alfredo Chaves;ES;246;142;57.7
3200409;Anchieta;ES;758;479;63.2
3202405;Guarapari;ES;2036;1057;51.9
3202603;Iconha;ES;164;136;82.9
3204203;Piúma;ES;407;132;32.4
3204401;Rio Novo do Sul;ES;201;116;57.7
3200201;Alegre;ES;518;274;52.9
3201803;Divino de São Lourenço;ES;59;55;93.2
3202009;Dores do Rio Preto;ES;143;92;64.3
3202306;Guaçuí;ES;482;318;66
3202454;Ibatiba;ES;410;265;64.6
3202553;Ibitirama;ES;210;161;76.7
3202652;Irupi;ES;187;101;54
3203007;Iúna;ES;385;201;52.2
3203700;Muniz Freire;ES;316;259;82
3200508;Apiacá;ES;111;37;33.3
3200706;Atílio Vivácqua;ES;218;144;66.1
3201100;Bom Jesus do Norte;ES;117;56;47.9
3201209;Cachoeiro de Itapemirim;ES;2903;1601;55.1
3201407;Castelo;ES;658;384;58.4
3203106;Jerônimo Monteiro;ES;157;119;75.8
3203403;Mimoso do Sul;ES;305;202;66.2
3203809;Muqui;ES;194;130;67
3204807;São José do Calçado;ES;157;132;84.1
3205036;Vargem Alta;ES;317;175;55.2
3202801;Itapemirim;ES;786;555;70.6
3203320;Marataízes;ES;1090;612;56.1
3204302;Presidente Kennedy;ES;406;354;87.2
3300605;Bom Jesus do Itabapoana;RJ;719;52;7.2
3302056;Italva;RJ;226;72;31.9
3302205;Itaperuna;RJ;1636;317;19.4
3302304;Laje do Muriaé;RJ;126;17;13.5
3303104;Natividade;RJ;264;46;17.4
3304102;Porciúncula;RJ;265;66;24.9
3306156;Varre-Sai;RJ;178;15;8.4
3300159;Aperibé;RJ;207;3;1.4
3300902;Cambuci;RJ;291;47;16.2
3305133;São José de Ubá;RJ;111;0;0
3302106;Itaocara;RJ;415;84;20.2
3303005;Miracema;RJ;493;75;15.2
3304706;Santo Antônio de Pádua;RJ;782;171;21.9
3301009;Campos dos Goytacazes;RJ;8342;1481;17.8
3301157;Cardoso Moreira;RJ;237;94;39.7
3304805;São Fidélis;RJ;821;264;32.2
3305000;São João da Barra;RJ;992;286;28.8
3304755;São Francisco de Itabapoana;RJ;1018;446;43.8
3301405;Conceição de Macabu;RJ;366;73;19.9
3302403;Macaé;RJ;4341;265;6.1
3300936;Carapebus;RJ;273;110;40.3
3304151;Quissamã;RJ;426;15;3.5
3300225;Areal;RJ;161;12;7.5
3306008;Três Rios;RJ;1379;30;2.2
3300951;Comendador Levy Gasparian;RJ;196;8;4.1
3303708;Paraíba do Sul;RJ;635;95;15
3305406;Sapucaia;RJ;329;54;16.4
3301108;Cantagalo;RJ;300;15;5
3301207;Carmo;RJ;322;23;7.1
3301504;Cordeiro;RJ;384;6;1.6
3302452;Macuco;RJ;150;15;10
3300506;Bom Jardim;RJ;449;22;4.9
3301603;Duas Barras;RJ;223;113;50.7
3303401;Nova Friburgo;RJ;3297;157;4.8
3305703;Sumidouro;RJ;195;62;31.8
3304607;Santa Maria Madalena;RJ;159;44;27.7
3305307;São Sebastião do Alto;RJ;121;16;13.2
3305901;Trajano de Moraes;RJ;215;75;34.9
3301306;Casimiro de Abreu;RJ;849;20;2.4
3304524;Rio das Ostras;RJ;2509;140;5.6
3305604;Silva Jardim;RJ;402;17;4.2
3300209;Araruama;RJ;2732;765;28
3300258;Arraial do Cabo;RJ;882;469;53.2
3300704;Cabo Frio;RJ;3911;1146;29.3
3300233;Armação dos Búzios;RJ;1107;650;58.7
3305208;São Pedro da Aldeia;RJ;2027;194;9.6
3301876;Iguaba Grande;RJ;629;305;48.5
3305505;Saquarema;RJ;2175;462;21.2
3300407;Barra Mansa;RJ;2492;219;8.8
3302254;Itatiaia;RJ;503;51;10.1
3304003;Piraí;RJ;617;6;1
3303955;Pinheiral;RJ;525;6;1.1
3306305;Volta Redonda;RJ;4004;365;9.1
3304128;Quatis;RJ;244;2;0.8
3304201;Resende;RJ;2111;28;1.3
3304110;Porto Real;RJ;352;15;4.3
3304409;Rio Claro;RJ;306;32;10.5
3300308;Barra do Piraí;RJ;1114;71;6.4
3304508;Rio das Flores;RJ;208;26;12.5
3306107;Valença;RJ;1195;288;24.1
3300100;Angra dos Reis;RJ;2625;57;2.2
3303807;Paraty;RJ;767;158;20.6
3301801;Engenheiro Paulo de Frontin;RJ;220;69;31.4
3302809;Mendes;RJ;259;28;10.8
3302908;Miguel Pereira;RJ;429;23;5.4
3303609;Paracambi;RJ;739;207;28
3303856;Paty do Alferes;RJ;415;1;0.2
3306206;Vassouras;RJ;564;83;14.7
3303906;Petrópolis;RJ;4668;669;14.3
3305158;São José do Vale do Rio Preto;RJ;311;10;3.2
3305802;Teresópolis;RJ;2548;319;12.5
3300803;Cachoeiras de Macacu;RJ;996;75;7.5
3304300;Rio Bonito;RJ;995;184;18.5
3302007;Itaguaí;RJ;2274;292;12.8
3305554;Seropédica;RJ;1554;350;22.5
3302601;Mangaratiba;RJ;897;27;3
3300456;Belford Roxo;RJ;5043;1662;33
3303500;Nova Iguaçu;RJ;9569;159;1.7
3305109;São João de Meriti;RJ;4782;394;8.2
3301702;Duque de Caxias;RJ;11039;1815;16.4
3301850;Guapimirim;RJ;939;573;61
3302502;Magé;RJ;4048;1318;32.6
3301900;Itaboraí;RJ;3466;1367;39.4
3305752;Tanguá;RJ;575;271;47.1
3302270;Japeri;RJ;1174;39;3.3
3302700;Maricá;RJ;3563;183;5.1
3303203;Nilópolis;RJ;2228;51;2.3
3303302;Niterói;RJ;7848;197;2.5
3302858;Mesquita;RJ;2339;747;31.9
3304144;Queimados;RJ;1640;141;8.6
3304557;Rio de Janeiro;RJ;76588;1658;2.2
3304904;São Gonçalo;RJ;9620;701;7.3
3550308;São Paulo;SP;153145;26366;17.2
3549904;São José dos Campos;SP;8679;2023;23.3
3526407;Laranjal Paulista;SP;476;141;29.6
3510500;Caraguatatuba;SP;2095;342;16.3
3539004;Pirangi;SP;134;35;26.1
3513009;Cotia;SP;3847;1117;29
3552502;Suzano;SP;4237;1199;28.3
3544202;Riolândia;SP;199;90;45.2
3514908;Elias Fausto;SP;251;116;46.2
3506003;Bauru;SP;4782;946;19.8
3523107;Itaquaquecetuba;SP;3823;1327;34.7
3525904;Jundiaí;SP;5723;738;12.9
3513801;Diadema;SP;4735;1230;26
3549805;São José do Rio Preto;SP;6264;930;14.8
3534401;Osasco;SP;9799;2209;22.5
3531803;Monte Mor;SP;928;360;38.8
3505807;Bastos;SP;264;97;36.7
3509502;Campinas;SP;12948;3225;24.9
3552551;Suzanápolis;SP;57;23;40.4
3530409;Mirassolândia;SP;67;34;50.7
3548708;São Bernardo do Campo;SP;10181;1517;14.9
3523503;Itatinga;SP;232;89;38.4
3554508;Tietê;SP;706;211;29.9
3557006;Votorantim;SP;1317;392;29.8
3537909;Pilar do Sul;SP;373;143;38.3
3554102;Taubaté;SP;3594;710;19.8
3506508;Birigui;SP;1642;422;25.7
3538006;Pindamonhangaba;SP;2562;694;27.1
3509205;Cajamar;SP;1351;290;21.5
3506102;Bebedouro;SP;1409;375;26.6
3512506;Coroados;SP;83;27;32.5
3536703;Pederneiras;SP;627;116;18.5
3546702;Santa Gertrudes;SP;341;109;32
3511102;Catanduva;SP;1994;405;20.3
3518503;Guareí;SP;210;89;42.4
3515509;Fernandópolis;SP;1058;233;22
3539103;Pirapora do Bom Jesus;SP;214;113;52.8
3551702;Sertãozinho;SP;1757;559;31.8
3503802;Artur Nogueira;SP;604;259;42.9
3503208;Araraquara;SP;3285;743;22.6
3552403;Sumaré;SP;3070;971;31.6
3541406;Presidente Prudente;SP;3025;754;24.9
3502101;Andradina;SP;835;157;18.8
3543402;Ribeirão Preto;SP;9676;2736;28.3
3519709;Ibiúna;SP;1104;137;12.4
3532009;Morungaba;SP;203;29;14.3
3504107;Atibaia;SP;2217;667;30.1
3530805;Mogi Mirim;SP;1369;372;27.2
3520400;Ilhabela;SP;751;358;47.7
3547809;Santo André;SP;8250;1462;17.7
3503901;Arujá;SP;1486;308;20.7
3510609;Carapicuíba;SP;3945;1457;36.9
3507704;Braúna;SP;78;33;42.3
3545308;Salto de Pirapora;SP;562;134;23.8
3530706;Mogi Guaçu;SP;2220;530;23.9
3550704;São Sebastião;SP;1564;449;28.7
3523404;Itatiba;SP;1984;448;22.6
3530607;Mogi das Cruzes;SP;4841;1016;21
3540507;Porangaba;SP;88;32;36.4
3525300;Jaú;SP;2010;445;22.1
3552205;Sorocaba;SP;8310;1659;20
3543907;Rio Claro;SP;2760;805;29.2
3520509;Indaiatuba;SP;3166;944;29.8
3515202;Estrela d'Oeste;SP;136;42;30.9
3516408;Franco da Rocha;SP;1827;751;41.1
3546405;Santa Cruz do Rio Pardo;SP;628;87;13.9
3518800;Guarulhos;SP;16628;2735;16.4
3543303;Ribeirão Pires;SP;1903;610;32.1
3550407;São Pedro;SP;467;132;28.3
3545605;Santa Adélia;SP;228;87;38.2
3540200;Pontal;SP;597;285;47.7
3554003;Tatuí;SP;2119;482;22.7
3550209;São Miguel Arcanjo;SP;434;153;35.3
3541000;Praia Grande;SP;6165;801;13
3501608;Americana;SP;2902;576;19.8
3535002;Palestina;SP;134;64;47.8
3549508;São José da Bela Vista;SP;110;27;24.5
3514106;Dois Córregos;SP;370;124;33.5
3529807;Mineiros do Tietê;SP;181;59;32.6
3515707;Ferraz de Vasconcelos;SP;1848;607;32.8
3556206;Valinhos;SP;1649;139;8.4
3533601;Nuporanga;SP;116;18;15.5
3548500;Santos;SP;6621;553;8.4
3526902;Limeira;SP;3669;852;23.2
3500303;Aguaí;SP;454;122;26.9
3553302;Tambaú;SP;350;55;15.7
3545803;Santa Bárbara d'Oeste;SP;2135;597;28
3547304;Santana de Parnaíba;SP;2591;393;15.2
3513702;Descalvado;SP;431;163;37.8
3523602;Itirapina;SP;222;90;40.5
3507506;Botucatu;SP;2129;215;10.1
3502754;Araçariguama;SP;465;302;64.9
3501004;Altinópolis;SP;243;95;39.1
3545209;Salto;SP;1535;404;26.3
3529401;Mauá;SP;4097;1510;36.9
3500402;Águas da Prata;SP;66;33;50
3551603;Serra Negra;SP;377;99;26.3
3503000;Aramina;SP;72;25;34.7
3530508;Mococa;SP;1055;155;14.7
3552106;Socorro;SP;646;74;11.5
3510401;Capivari;SP;896;158;17.6
3522604;Itapira;SP;1091;191;17.5
3538709;Piracicaba;SP;5896;966;16.4
3557105;Votuporanga;SP;1246;137;11
3557303;Estiva Gerbi;SP;192;90;46.9
3522109;Itanhaém;SP;1529;632;41.3
3515400;Fartura;SP;244;67;27.5
3501806;Américo de Campos;SP;88;39;44.3
3537107;Pedreira;SP;484;104;21.5
3534757;Ouroeste;SP;156;51;32.7
3507902;Brotas;SP;414;101;24.4
3548807;São Caetano do Sul;SP;2620;432;16.5
3518305;Guararema;SP;456;94;20.6
3504305;Avaí;SP;115;94;81.7
3536901;Pedranópolis;SP;31;7;22.6
3506359;Bertioga;SP;1043;326;31.3
3515608;Fernando Prestes;SP;123;57;46.3
3530102;Mirandópolis;SP;245;44;18
3505906;Batatais;SP;860;180;20.9
3527603;Luís Antônio;SP;226;75;33.2
3535507;Paraguaçu Paulista;SP;696;107;15.4
3531100;Mongaguá;SP;957;319;33.3
3531308;Monte Alto;SP;652;233;35.7
3523909;Itu;SP;2559;1195;46.7
3505708;Barueri;SP;5163;1398;27.1
3537305;Penápolis;SP;1061;437;41.2
3524303;Jaboticabal;SP;1159;341;29.4
3508108;Buritama;SP;191;50;26.2
3556503;Várzea Paulista;SP;1077;290;26.9
3526803;Lençóis Paulista;SP;967;183;18.9
3551009;São Vicente;SP;3730;550;14.7
3510203;Capão Bonito;SP;596;173;29
3503307;Araras;SP;1958;488;24.9
3505609;Barrinha;SP;454;234;51.5
3501103;Alto Alegre;SP;44;16;36.4
3528809;Maracaí;SP;211;42;19.9
3540606;Porto Feliz;SP;719;85;11.8
3531902;Morro Agudo;SP;440;127;28.9
3524402;Jacareí;SP;2831;969;34.2
3521804;Itaí;SP;317;84;26.5
3549102;São João da Boa Vista;SP;1253;145;11.6
3536505;Paulínia;SP;1796;248;13.8
3550100;São Manuel;SP;515;156;30.3
